canton,source,url,title,type,depth,parent_url
GE,ge_social_services,https://www.ocas.ch/sites/default/files/2020-06/OCAS_rapport_annuel_2015.pdf,Rapport annuel - 2015,pdf,2,https://www.ocas.ch/en/node/5
GE,ge_social_services,https://www.ocas.ch/sites/default/files/2025-06/Assurances_sociales_en_Suisse_statistique_de_poche_2025.pdf,Assurances sociales en Suisse - statistique de poche 2025,pdf,2,https://www.ocas.ch/en/node/5
GE,ge_social_services,https://www.ocas.ch/en/actualites,| Ocas |,page,1,https://www.ocas.ch/en
GE,ge_social_services,https://www.ocas.ch/en/node/208,Calculateurs en ligne | Ocas,page,1,https://www.ocas.ch/en
GE,ge_social_services,https://www.ocas.ch/remboursement-ai,Remboursement AI | Ocas,page,1,https://www.ocas.ch/en
GE,ge_social_services,https://www.ocas.ch/en/node/11,Assurance-vieillesse et survivants | Ocas,page,1,https://www.ocas.ch/en
GE,ge_social_services,https://www.ocas.ch/en/node/45,Assurance-invalidité | Ocas,page,1,https://www.ocas.ch/en
GE,ge_social_services,https://www.ocas.ch/sites/default/files/2026-02/Liste_publique_experts_centres_expertises_mandates_AI_2025.pdf,Liste publique des experts et centres d'expertises mandatés dans l'assurance-invalidité - 2025,pdf,2,https://www.ocas.ch/en/node/45
GE,ge_social_services,https://www.ocas.ch/en/node/80,Allocations pour perte de gain | Ocas,page,1,https://www.ocas.ch/en
GE,ge_social_services,https://www.ocas.ch/en/node/78,Allocations familiales | Ocas,page,1,https://www.ocas.ch/en
GE,ge_social_services,https://www.ocas.ch/en/node/17,E-démarches & formulaires | Ocas,page,1,https://www.ocas.ch/en
GE,ge_social_services,https://www.ocas.ch/en/node/261,S'affilier à l'OCAS | Ocas,page,1,https://www.ocas.ch/en
GE,ge_social_services,https://www.ocas.ch/avseasy,AVSeasy | Ocas,page,1,https://www.ocas.ch/en
GE,ge_social_services,https://www.ocas.ch/sites/default/files/2025-02/AVSeasy_Enregistrement_2025_1.pdf,Guide d'enregistrement,pdf,2,https://www.ocas.ch/avseasy
GE,ge_social_services,https://www.ocas.ch/sites/default/files/2025-05/AVSeasy_Manuel_utilisation_2025_Employeurs_v5.pdf,Manuel d'utilisation Employeur,pdf,2,https://www.ocas.ch/avseasy
GE,ge_social_services,https://www.ocas.ch/sites/default/files/2025-11/AVSeasy_prise_en_main_rapide_Employeur.pdf,Prise en main rapide Employeur,pdf,2,https://www.ocas.ch/avseasy
GE,ge_social_services,https://www.ocas.ch/sites/default/files/2025-05/AVSeasy_Manuel_utilisation_2025_Independants_v5.pdf,Manuel d'utilisation Indépendant,pdf,2,https://www.ocas.ch/avseasy
GE,ge_social_services,https://www.ocas.ch/sites/default/files/2025-02/v2_AVS_Easy_guide_en_main_rapide_2025-1.pdf,Prise en main rapide Indépendant,pdf,2,https://www.ocas.ch/avseasy
GE,ge_social_services,https://www.ocas.ch/avs/reformes-de-lavs,Réformes de l'AVS | Ocas,page,1,https://www.ocas.ch/en
GE,ge_social_services,https://www.ocas.ch/ai/employeurs-ai,Employeurs (AI) | Ocas,page,1,https://www.ocas.ch/en
GE,ge_social_services,https://www.ocas.ch/sites/default/files/2025-10/Fiches_AI_Rea_Informations-generales.pdf,PDF,pdf,2,https://www.ocas.ch/ai/employeurs-ai
GE,ge_social_services,https://www.ocas.ch/sites/default/files/2025-10/Fiches_AI_Rea_Detection_precoce.pdf,PDF,pdf,2,https://www.ocas.ch/ai/employeurs-ai
GE,ge_social_services,https://www.ocas.ch/sites/default/files/2025-10/Fiches_AI_Rea_Intervention_precoce.pdf,PDF,pdf,2,https://www.ocas.ch/ai/employeurs-ai
GE,ge_social_services,https://www.ocas.ch/sites/default/files/2025-10/Fiches_AI_Rea_Mesures_de_reinsertion.pdf,PDF,pdf,2,https://www.ocas.ch/ai/employeurs-ai
GE,ge_social_services,https://www.ocas.ch/sites/default/files/2025-10/Fiches_AI_Rea_Orientation_professionnelle.pdf,PDF,pdf,2,https://www.ocas.ch/ai/employeurs-ai
GE,ge_social_services,https://www.ocas.ch/sites/default/files/2025-10/Fiches_AI_Rea_Placement-a-lessai.pdf,PDF,pdf,2,https://www.ocas.ch/ai/employeurs-ai
GE,ge_social_services,https://www.ocas.ch/sites/default/files/2025-10/Fiches_AI_Rea_Reclassement.pdf,PDF,pdf,2,https://www.ocas.ch/ai/employeurs-ai
GE,ge_social_services,https://www.ocas.ch/sites/default/files/2025-10/Fiches_AI_Rea_Allocation-initiation-au-travail.pdf,PDF,pdf,2,https://www.ocas.ch/ai/employeurs-ai
GE,ge_social_services,https://www.ocas.ch/sites/default/files/2025-10/202501_ocas_kit-ai_flyer-3volets_WEB.pdf,Le partenariat AI - Employeurs et le parcours de l'assuré,pdf,2,https://www.ocas.ch/ai/employeurs-ai
GE,ge_social_services,https://www.ocas.ch/en/node/898,Nouveautés et chiffres clés des assurances sociales 2026 | Ocas,page,1,https://www.ocas.ch/en
GE,ge_social_services,https://www.ocas.ch/sites/default/files/2024-11/Tables des cotisations PSA 2025.pdf,Tables des cotisations,pdf,2,https://www.ocas.ch/en/node/898
GE,ge_social_services,https://www.ocas.ch/sites/default/files/2024-11/f_Neue Beträge ab 01.01.2025_1260.pdf,document de l'OFAS,pdf,2,https://www.ocas.ch/en/node/898
GE,ge_social_services,https://www.ocas.ch/remboursement-de-prestations-ai,Remboursement AI | Ocas,page,1,https://www.ocas.ch/en
GE,ge_social_services,https://www.ocas.ch/e-demarches-pour-les-rentes,E-démarches pour les rentes | Ocas,page,1,https://www.ocas.ch/en
GE,ge_social_services,https://www.ocas.ch/e-demarches-pour-les-allocations-familiales,E-démarches pour les allocations familiales | Ocas,page,1,https://www.ocas.ch/en
GE,ge_social_services,https://www.ocas.ch/en/node/591,Transmission d'une attestation de formation | Ocas,page,1,https://www.ocas.ch/en
GE,ge_social_services,https://www.ocas.ch/en/node/260,Demande d'extrait de compte individuel | Ocas,page,1,https://www.ocas.ch/en
GE,ge_social_services,https://www.ocas.ch/en/node/265,Demande d'attestation fiscale / attestation de versement | Ocas,page,1,https://www.ocas.ch/en
GE,ge_social_services,https://www.ocas.ch/en/node/859,Demande d'affiliation Indépendant | Ocas,page,1,https://www.ocas.ch/en
GE,ge_social_services,https://www.ocas.ch/en/node/238,Demande d'attestation d'affiliation | Ocas,page,1,https://www.ocas.ch/en
GE,ge_social_services,https://www.ocas.ch/en/node/432,Transmission de mes certificats de salaire | Ocas,page,1,https://www.ocas.ch/en
GE,ge_social_services,https://www.ocas.ch/en/node/236,Modification de ma base d'acomptes | Ocas,page,1,https://www.ocas.ch/en
GE,ge_social_services,https://www.ocas.ch/en/node/263,Annonce de changement de coordonnées bancaires (AF) | Ocas,page,1,https://www.ocas.ch/en
GE,ge_social_services,https://www.ocas.ch/en/node/216,Modification de la masse salariale (Employeurs) | Ocas,page,1,https://www.ocas.ch/en
GE,ge_social_services,https://www.ocas.ch/actualites/allocation-familiale-differentielle-pour-les-frontaliers-1,Allocation familiale différentielle pour les frontaliers | Ocas,page,1,https://www.ocas.ch/en
GE,ge_social_services,https://www.ocas.ch/actualites/crans-montana-journee-de-deuil-national,Crans-Montana : journée de deuil national | Ocas,page,1,https://www.ocas.ch/en
GE,ge_social_services,https://www.ocas.ch/actualites/versements-2026-des-allocations-familiales,Versements 2026 des allocations familiales | Ocas,page,1,https://www.ocas.ch/en
GE,ge_social_services,https://www.ocas.ch/e-demarches-et-formulaires,E-démarches & formulaires | Ocas,page,1,https://www.ocas.ch/en
GE,ge_social_services,https://www.ocas.ch/en/node/566,Charte et politique de confidentialité | Ocas,page,1,https://www.ocas.ch/en
GE,ge_social_services,https://www.ocas.ch/en/sitemap,Sitemap | Ocas,page,1,https://www.ocas.ch/en
GE,ge_social_services,https://www.ocas.ch/en/node/488,Signaler un problème sur le site web | Ocas,page,1,https://www.ocas.ch/en
GE,ge_social_services,https://www.ocas.ch/en/node,| Ocas,page,2,https://www.ocas.ch/en/node/5
GE,ge_social_services,https://www.ocas.ch/actualites/apg-en-cas-de-service-numerisation-des-demandes-partir-de-2026,APG en cas de service : numérisation des demandes à partir de 2026 | Ocas,page,2,https://www.ocas.ch/en/actualites
GE,ge_social_services,https://www.ocas.ch/actualites/rentes-avsai-attestations-fiscales-2025-et-versements-2026,Rentes AVS/AI : attestations fiscales 2025 et versements 2026 | Ocas,page,2,https://www.ocas.ch/en/actualites
GE,ge_social_services,https://www.ocas.ch/actualites/locas-la-cite-des-metiers-0,L'OCAS à la Cité des métiers | Ocas,page,2,https://www.ocas.ch/en/actualites
GE,ge_social_services,https://www.ocas.ch/actualites/employeurs-ai-un-nouveau-kit-dinformation,Employeurs & AI : un nouveau kit d’information | Ocas,page,2,https://www.ocas.ch/en/actualites
GE,ge_social_services,https://www.ocas.ch/actualites/nouveautes-et-chiffres-cles-des-assurances-sociales-2026,Nouveautés et chiffres clés des assurances sociales 2026 | Ocas,page,2,https://www.ocas.ch/en/actualites
GE,ge_social_services,https://www.ocas.ch/actualites/journee-dechanges-sur-linsertion-professionnelle-des-personnes-deficientes-visuelles,Journée d’échanges sur l'insertion professionnelle des personnes déficientes visuelles | Ocas,page,2,https://www.ocas.ch/en/actualites
GE,ge_social_services,https://www.ocas.ch/sites/default/files/2025-09/flyer_DEVI_2e_edition.pdf,Découvrir le programme,pdf,3,https://www.ocas.ch/actualites/journee-dechanges-sur-linsertion-professionnelle-des-personnes-deficientes-visuelles
GE,ge_social_services,https://www.ocas.ch/actualites/focus-sur-la-contribution-dassistance,Focus sur la contribution d'assistance | Ocas,page,2,https://www.ocas.ch/en/actualites
GE,ge_social_services,https://www.ocas.ch/actualites/la-contribution-dassistance-une-autonomie-sur-mesure,"La contribution d'assistance, une autonomie sur mesure | Ocas",page,2,https://www.ocas.ch/en/actualites
GE,ge_social_services,https://www.ocas.ch/actualites/taxe-sur-le-co2-2025-redistribuee-en-2026,Taxe sur le CO2 2025 redistribuée en 2026 | Ocas,page,2,https://www.ocas.ch/en/actualites
GE,ge_social_services,https://www.ocas.ch/demarches-et-formulaires/demande-destimation-de-la-rente-avs,Demande d'estimation de la rente AVS | Ocas,page,2,https://www.ocas.ch/en/node/208
GE,ge_social_services,https://www.ocas.ch/,Office cantonal des assurances sociales de Genève | Ocas,page,2,https://www.ocas.ch/remboursement-ai
GE,ge_social_services,https://www.ocas.ch/a-propos,À propos de l'OCAS | Ocas,page,2,https://www.ocas.ch/remboursement-ai
GE,ge_social_services,https://www.ocas.ch/actualites,| Ocas |,page,2,https://www.ocas.ch/remboursement-ai
GE,ge_social_services,https://www.ocas.ch/avs/calculateurs-en-ligne,Calculateurs en ligne | Ocas,page,2,https://www.ocas.ch/remboursement-ai
GE,ge_social_services,https://www.ocas.ch/avs,Assurance-vieillesse et survivants | Ocas,page,2,https://www.ocas.ch/remboursement-ai
GE,ge_social_services,https://www.ocas.ch/ai,Assurance-invalidité | Ocas,page,2,https://www.ocas.ch/remboursement-ai
GE,ge_social_services,https://www.ocas.ch/apg,Allocations pour perte de gain | Ocas,page,2,https://www.ocas.ch/remboursement-ai
GE,ge_social_services,https://www.ocas.ch/af,Allocations familiales | Ocas,page,2,https://www.ocas.ch/remboursement-ai
GE,ge_social_services,https://www.ocas.ch/saffilier-locas,S'affilier à l'OCAS | Ocas,page,2,https://www.ocas.ch/remboursement-ai
GE,ge_social_services,https://www.ocas.ch/ai/particuliers,Particuliers | Ocas,page,2,https://www.ocas.ch/remboursement-ai
GE,ge_social_services,https://www.ocas.ch/ai/particuliers/readaptation-professionnelle,Réadaptation professionnelle | Ocas,page,2,https://www.ocas.ch/remboursement-ai
GE,ge_social_services,https://www.ocas.ch/ai/particuliers/rente-ai,Rente AI | Ocas,page,2,https://www.ocas.ch/remboursement-ai
GE,ge_social_services,https://www.ocas.ch/ai/particuliers/allocation-pour-impotent-ai,Allocation pour impotent AI | Ocas,page,2,https://www.ocas.ch/remboursement-ai
GE,ge_social_services,https://www.ocas.ch/ai/particuliers/contribution-dassistance,Contribution d'assistance | Ocas,page,2,https://www.ocas.ch/remboursement-ai
GE,ge_social_services,https://www.ocas.ch/sites/default/files/2024-02/employer_personnel_cda.pdf,Instructions sur la manière de remplir le contrat de travail,pdf,3,https://www.ocas.ch/ai/particuliers/contribution-dassistance
GE,ge_social_services,https://www.ocas.ch/sites/default/files/2026-01/cda_releve_horaire_assistant_260114_v4.pdf,Relevé horaire de l'assistant,pdf,3,https://www.ocas.ch/ai/particuliers/contribution-dassistance
GE,ge_social_services,https://www.ocas.ch/ai/particuliers/moyens-auxiliaires-ai,Moyens auxiliaires AI | Ocas,page,2,https://www.ocas.ch/remboursement-ai
GE,ge_social_services,https://www.ocas.ch/ai/particuliers/mesures-medicales,Mesures médicales | Ocas,page,2,https://www.ocas.ch/remboursement-ai
GE,ge_social_services,https://www.ocas.ch/sites/default/files/2025-10/Questionnaire_404_OIC-DFI.pdf,Questionnaire 404 OIC-DFI,pdf,3,https://www.ocas.ch/ai/particuliers/mesures-medicales
GE,ge_social_services,https://www.ocas.ch/sites/default/files/2025-10/Questionnaire_405_OIC-DFI.pdf,Questionnaire 405 OIC-DFI,pdf,3,https://www.ocas.ch/ai/particuliers/mesures-medicales
GE,ge_social_services,https://www.ocas.ch/aji,"Soutien, aide et orientation pour les jeunes | Ocas",page,2,https://www.ocas.ch/remboursement-ai
GE,ge_social_services,https://www.ocas.ch/ai/prestataires,Prestataires | Ocas,page,2,https://www.ocas.ch/remboursement-ai
GE,ge_social_services,https://www.ocas.ch/sites/default/files/2025-05/GUI_B0039_Medical_Invoice.pdf,guide de prise en main,pdf,3,https://www.ocas.ch/ai/prestataires
GE,ge_social_services,https://www.ocas.ch/sites/default/files/2020-11/Flyer_utilisation_facture_electronique.pdf,facturation électronique,pdf,3,https://www.ocas.ch/ai/prestataires
GE,ge_social_services,https://www.ocas.ch/sites/default/files/2026-01/prestataires_ai_accord_de_collaboration_2026.pdf,Accord de collaboration,pdf,3,https://www.ocas.ch/ai/prestataires
GE,ge_social_services,https://www.ocas.ch/sites/default/files/2025-01/Conditions_generales_2025.pdf,Conditions générales,pdf,3,https://www.ocas.ch/ai/prestataires
GE,ge_social_services,https://www.ocas.ch/sites/default/files/2025-01/Conditions_cadres_2025.pdf,Conditions cadres,pdf,3,https://www.ocas.ch/ai/prestataires
GE,ge_social_services,https://www.ocas.ch/sites/default/files/2026-01/Modele_Contrat_formation_Fpra_et_preparation_ciblee_art_16.pdf,Modèle de contrat de formation,pdf,3,https://www.ocas.ch/ai/prestataires
GE,ge_social_services,https://www.ocas.ch/sites/default/files/2026-01/Modele_Convention_stage_art_7d_14a_15_17_18.pdf,Modèle de convention de stage,pdf,3,https://www.ocas.ch/ai/prestataires
GE,ge_social_services,https://www.ocas.ch/sites/default/files/2022-06/com_adultes_fiche_mesures_readaptation.pdf,Schéma réadaptation – Adultes,pdf,3,https://www.ocas.ch/ai/prestataires
GE,ge_social_services,https://www.ocas.ch/sites/default/files/2022-06/com_jeunes_fiche_mesures_readaptation.pdf,Schéma réadaptation – Jeunes,pdf,3,https://www.ocas.ch/ai/prestataires
GE,ge_social_services,https://www.ocas.ch/ai/remboursement-ai,Remboursement AI | Ocas,page,2,https://www.ocas.ch/remboursement-ai
GE,ge_social_services,https://www.ocas.ch/ai/remboursement-ai/factures-particuliers,Factures | Particuliers | Ocas,page,2,https://www.ocas.ch/remboursement-ai
GE,ge_social_services,https://www.ocas.ch/sites/default/files/2026-01/GUI_B0044_Portail_remboursement_tutoriel.pdf,Tutoriel - inscription et demande de remboursement,pdf,3,https://www.ocas.ch/ai/remboursement-ai/factures-particuliers
GE,ge_social_services,https://www.ocas.ch/sites/default/files/2025-09/GUI_B0041_Guichet_en_ligne_de_l_AI.pdf,Guide complet,pdf,3,https://www.ocas.ch/ai/remboursement-ai/factures-particuliers
GE,ge_social_services,https://www.ocas.ch/ai/remboursement-ai/factures-medecins,Factures | Médecins | Ocas,page,2,https://www.ocas.ch/remboursement-ai
GE,ge_social_services,https://www.ocas.ch/sites/default/files/2022-11/facturation_rapports_entretiens_ai_2022.pdf,Facturation des rapports et entretiens AI,pdf,3,https://www.ocas.ch/ai/remboursement-ai/factures-medecins
GE,ge_social_services,https://www.ocas.ch/ai/remboursement-ai/factures-prestataires,Factures | Prestataires | Ocas,page,2,https://www.ocas.ch/remboursement-ai
GE,ge_social_services,https://www.ocas.ch/demarches-et-formulaires/facture-ai-en-euros,Facture AI en euros | Ocas,page,2,https://www.ocas.ch/remboursement-ai
GE,ge_social_services,https://www.ocas.ch/sites/default/files/2020-10/Facture_AI_en_euros.pdf,Facture AI en euros,pdf,3,https://www.ocas.ch/demarches-et-formulaires/facture-ai-en-euros
GE,ge_social_services,https://www.ocas.ch/charte-et-politique-de-confidentialite,Charte et politique de confidentialité | Ocas,page,2,https://www.ocas.ch/remboursement-ai
GE,ge_social_services,https://www.ocas.ch/sitemap,Sitemap | Ocas,page,2,https://www.ocas.ch/remboursement-ai
GE,ge_social_services,https://www.ocas.ch/demarches-et-formulaires/signaler-un-probleme-sur-le-site-web,Signaler un problème sur le site web | Ocas,page,2,https://www.ocas.ch/remboursement-ai
GE,ge_social_services,https://www.ocas.ch/en/node/13,Cotisations | Ocas,page,2,https://www.ocas.ch/en/node/11
GE,ge_social_services,https://www.ocas.ch/en/node/181,Employeurs | Ocas,page,2,https://www.ocas.ch/en/node/11
GE,ge_social_services,https://www.ocas.ch/en/node/132,Employeurs de personnel de maison | Ocas,page,2,https://www.ocas.ch/en/node/11
GE,ge_social_services,https://www.ocas.ch/sites/default/files/2025-12/Solida_LTN_Conditions.pdf,SOLIDA,pdf,3,https://www.ocas.ch/en/node/132
GE,ge_social_services,https://www.ocas.ch/en/node/133,Salariés | Ocas,page,2,https://www.ocas.ch/en/node/11
GE,ge_social_services,https://www.ocas.ch/en/node/136,Salariés d'un employeur non tenu de cotiser | Ocas,page,2,https://www.ocas.ch/en/node/11
GE,ge_social_services,https://www.ocas.ch/en/node/134,Indépendants | Ocas,page,2,https://www.ocas.ch/en/node/11
GE,ge_social_services,https://www.ocas.ch/en/node/135,Personnes sans activité lucrative | Ocas,page,2,https://www.ocas.ch/en/node/11
GE,ge_social_services,https://www.ocas.ch/sites/default/files/2024-11/Tables%20des%20cotisations%20PSA%202025.pdf,barème en vigueur,pdf,3,https://www.ocas.ch/en/node/135
GE,ge_social_services,https://www.ocas.ch/en/node/137,Étudiants | Ocas,page,2,https://www.ocas.ch/en/node/11
GE,ge_social_services,https://www.ocas.ch/en/node/128,Activités en Suisse et à l'étranger | Ocas,page,2,https://www.ocas.ch/en/node/11
GE,ge_social_services,https://www.ocas.ch/sites/default/files/2023-12/manuel_utilisation_alps_231110.pdf,manuel d'utilisation ALPS,pdf,3,https://www.ocas.ch/en/node/128
GE,ge_social_services,https://www.ocas.ch/sites/default/files/2026-02/Guide_situation_teletravail_transfrontalier_ALPS.pdf,guide pour annoncer les situations de télétravail transfrontalier,pdf,3,https://www.ocas.ch/en/node/128
GE,ge_social_services,https://www.ocas.ch/sites/default/files/2026-02/Tableau_activites_CH_UE.pdf,tableau,pdf,3,https://www.ocas.ch/en/node/128
